age,age_cat,coninc,coninc_cat,coninc_log,decrease_imm,degree,hs_or_college,letin1a,othlang,partyid,president,race,sex,year,vstrat,vpsu,wtsscomp
53,50-59,99660.0,80K-100K,11.509519671835395,,College,Some college,,Yes,Democrat,Obama,White,Male,2008,2133.0,1.0,0.875489503
51,50-59,37372.5,30K-40K,10.52869041882367,Decrease,College,Some college,Reduced a little,No,Independent,Obama,White,Male,2008,2133.0,1.0,0.437744751
43,40-49,37372.5,30K-40K,10.52869041882367,,HS or assoc,HS or less,,No,Republican,Obama,White,Male,2008,2133.0,2.0,0.437744751
49,40-49,56058.75,40K-60K,10.934155526931834,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Female,2008,2133.0,2.0,0.875489503
55,50-59,99660.0,80K-100K,11.509519671835395,,College,Some college,,Yes,Republican,Obama,Other,Female,2008,2133.0,2.0,1.313234254
29,18-29,175621.4138,160K+,12.076085899217535,Decrease,College,Some college,Reduced a lot,No,Republican,Obama,White,Female,2008,2133.0,2.0,0.875489503
31,30-39,68516.25,60K-80K,11.134826222393984,Increase or stay the same,College,Some college,Remain the same,Yes,Democrat,Obama,White,Male,2008,2134.0,1.0,0.875489503
59,50-59,22838.75,20K-30K,10.036213933725875,Decrease,No degree,HS or less,Reduced a lot,No,Democrat,Obama,Other,Female,2008,2134.0,1.0,0.875489503
67,60-69,13495.625,<20K,9.510120837829096,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,Black,Female,2008,2134.0,2.0,1.313234254
41,40-49,26991.25,20K-30K,10.203268018389041,,College,Some college,,No,Democrat,Obama,Black,Female,2008,2134.0,2.0,0.875489503
87,70+,13495.625,<20K,9.510120837829096,,HS or assoc,HS or less,,No,Democrat,Obama,Other,Female,2008,2134.0,2.0,0.437744751
47,40-49,15571.875,<20K,9.65322168146977,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,Black,Female,2008,2134.0,2.0,0.875489503
71,70+,17648.125,<20K,9.778384824423775,Decrease,No degree,HS or less,Reduced a lot,No,Democrat,Obama,Black,Female,2008,2135.0,1.0,1.313234254
62,60-69,37372.5,30K-40K,10.52869041882367,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,Black,Female,2008,2135.0,1.0,0.437744751
25,18-29,31143.75,30K-40K,10.346368862029715,,No degree,HS or less,,No,Democrat,Obama,Black,Female,2008,2135.0,1.0,1.313234254
33,30-39,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Independent,Obama,Other,Female,2008,2135.0,2.0,1.313234254
54,50-59,1661.0,<20K,7.415175109613295,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Democrat,Obama,Other,Male,2008,2135.0,2.0,1.750979005
54,50-59,,,,Increase or stay the same,College,Some college,Remain the same,Yes,Republican,Obama,White,Female,2008,2135.0,2.0,0.875489503
45,40-49,11419.375,<20K,9.34306675316593,,No degree,HS or less,,Yes,Republican,Obama,Black,Female,2008,2136.0,1.0,0.437744751
23,18-29,15571.875,<20K,9.65322168146977,Increase or stay the same,No degree,HS or less,Remain the same,No,Democrat,Obama,Other,Male,2008,2136.0,1.0,0.875489503
20,18-29,31143.75,30K-40K,10.346368862029715,,HS or assoc,HS or less,,Yes,Democrat,Obama,Other,Female,2008,2136.0,1.0,1.750979005
34,30-39,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Independent,Obama,White,Female,2008,2136.0,1.0,0.875489503
69,60-69,31143.75,30K-40K,10.346368862029715,,HS or assoc,HS or less,,No,Democrat,Obama,Black,Male,2008,2136.0,2.0,0.437744751
57,50-59,26991.25,20K-30K,10.203268018389041,Decrease,No degree,HS or less,Reduced a lot,No,Democrat,Obama,Black,Male,2008,2136.0,2.0,2.135340251
29,18-29,11419.375,<20K,9.34306675316593,Increase or stay the same,College,Some college,Remain the same,No,Democrat,Obama,White,Female,2008,2137.0,1.0,0.437744751
33,30-39,68516.25,60K-80K,11.134826222393984,,College,Some college,,No,Democrat,Obama,White,Female,2008,2137.0,1.0,0.437744751
83,70+,19724.375,<20K,9.889610459534,,College,Some college,,No,Democrat,Obama,White,Female,2008,2137.0,1.0,0.437744751
37,30-39,175621.4138,160K+,12.076085899217535,,College,Some college,,Yes,Democrat,Obama,White,Male,2008,2137.0,1.0,0.875489503
20,18-29,19724.375,<20K,9.889610459534,Decrease,HS or assoc,HS or less,Reduced a little,No,Republican,Obama,White,Female,2008,2137.0,2.0,5.338350626
59,50-59,99660.0,80K-100K,11.509519671835395,,College,Some college,,Yes,Democrat,Obama,White,Male,2008,2137.0,2.0,0.437744751
73,70+,17648.125,<20K,9.778384824423775,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Female,2008,2138.0,1.0,0.875489503
53,50-59,99660.0,80K-100K,11.509519671835395,Increase or stay the same,College,Some college,Remain the same,No,Democrat,Obama,White,Female,2008,2138.0,1.0,1.313234254
36,30-39,,,,Increase or stay the same,College,Some college,Increased a lot,No,Democrat,Obama,Black,Female,2008,2138.0,1.0,0.875489503
56,50-59,83050.0,80K-100K,11.32719811504144,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Republican,Obama,White,Male,2008,2138.0,2.0,0.875489503
43,40-49,45677.5,40K-60K,10.72936111428582,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Independent,Obama,White,Male,2008,2138.0,2.0,1.067670125
55,50-59,83050.0,80K-100K,11.32719811504144,,College,Some college,,No,Democrat,Obama,White,Male,2008,2138.0,2.0,0.875489503
60,60-69,26991.25,20K-30K,10.203268018389041,,HS or assoc,HS or less,,No,Democrat,Obama,White,Male,2008,2139.0,1.0,0.437744751
66,60-69,37372.5,30K-40K,10.52869041882367,Decrease,HS or assoc,HS or less,Reduced a lot,Yes,Democrat,Obama,White,Male,2008,2139.0,1.0,0.875489503
36,30-39,17648.125,<20K,9.778384824423775,Decrease,No degree,HS or less,Reduced a little,No,Democrat,Obama,Black,Male,2008,2139.0,1.0,0.875489503
89,70+,,,,,No degree,HS or less,,Yes,Republican,Obama,Other,Female,2008,2139.0,1.0,0.437744751
40,40-49,175621.4138,160K+,12.076085899217535,,HS or assoc,Some college,,No,Democrat,Obama,White,Male,2008,2139.0,2.0,2.135340251
69,60-69,99660.0,80K-100K,11.509519671835395,Decrease,College,Some college,Reduced a little,No,Democrat,Obama,White,Female,2008,2139.0,2.0,0.875489503
70,70+,,,,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Female,2008,2139.0,2.0,2.135340251
80,70+,37372.5,30K-40K,10.52869041882367,,HS or assoc,HS or less,,No,Republican,Obama,Other,Male,2008,2139.0,2.0,0.875489503
45,40-49,175621.4138,160K+,12.076085899217535,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Republican,Obama,White,Male,2008,2140.0,1.0,0.875489503
27,18-29,175621.4138,160K+,12.076085899217535,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Republican,Obama,White,Female,2008,2140.0,1.0,0.875489503
57,50-59,37372.5,30K-40K,10.52869041882367,Increase or stay the same,No degree,HS or less,Increased a little,No,Democrat,Obama,White,Male,2008,2140.0,2.0,0.437744751
55,50-59,56058.75,40K-60K,10.934155526931834,Increase or stay the same,HS or assoc,Some college,Remain the same,No,Democrat,Obama,Black,Female,2008,2140.0,2.0,1.067670125
54,50-59,83050.0,80K-100K,11.32719811504144,,HS or assoc,HS or less,,Yes,Republican,Obama,White,Male,2008,2140.0,2.0,2.188723757
63,60-69,45677.5,40K-60K,10.72936111428582,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Democrat,Obama,White,Male,2008,2140.0,2.0,0.875489503
60,60-69,56058.75,40K-60K,10.934155526931834,,HS or assoc,HS or less,,No,Democrat,Obama,Black,Female,2008,2141.0,1.0,1.067670125
87,70+,26991.25,20K-30K,10.203268018389041,,No degree,HS or less,,No,Democrat,Obama,Black,Male,2008,2141.0,1.0,0.437744751
54,50-59,9343.125,<20K,9.14239605770378,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,Black,Female,2008,2141.0,1.0,0.437744751
49,40-49,68516.25,60K-80K,11.134826222393984,,HS or assoc,Some college,,No,Democrat,Obama,Black,Male,2008,2141.0,1.0,0.875489503
66,60-69,26991.25,20K-30K,10.203268018389041,,College,Some college,,No,Democrat,Obama,White,Male,2008,2141.0,1.0,0.875489503
29,18-29,83050.0,80K-100K,11.32719811504144,,HS or assoc,HS or less,,No,Democrat,Obama,White,Female,2008,2141.0,2.0,0.875489503
57,50-59,68516.25,60K-80K,11.134826222393984,,HS or assoc,HS or less,,Yes,Republican,Obama,White,Female,2008,2141.0,2.0,0.875489503
37,30-39,99660.0,80K-100K,11.509519671835395,,HS or assoc,HS or less,,Yes,Independent,Obama,White,Male,2008,2141.0,2.0,0.875489503
35,30-39,56058.75,40K-60K,10.934155526931834,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Male,2008,2141.0,2.0,0.875489503
45,40-49,22838.75,20K-30K,10.036213933725875,,No degree,HS or less,,Yes,Republican,Obama,White,Male,2008,2141.0,2.0,0.875489503
50,50-59,,,,Decrease,No degree,HS or less,Reduced a lot,No,Independent,Obama,White,Male,2008,2141.0,2.0,0.875489503
79,70+,19724.375,<20K,9.889610459534,Decrease,HS or assoc,HS or less,Reduced a lot,Yes,Democrat,Obama,White,Male,2008,2141.0,2.0,2.135340251
87,70+,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Democrat,Obama,White,Female,2008,2142.0,1.0,1.067670125
47,40-49,99660.0,80K-100K,11.509519671835395,,HS or assoc,HS or less,,No,Democrat,Obama,Black,Male,2008,2142.0,1.0,2.188723757
63,60-69,,,,Decrease,HS or assoc,HS or less,Reduced a little,No,Republican,Obama,White,Male,2008,2142.0,1.0,0.875489503
48,40-49,175621.4138,160K+,12.076085899217535,Decrease,College,Some college,Reduced a little,No,Democrat,Obama,White,Male,2008,2142.0,1.0,0.875489503
42,40-49,175621.4138,160K+,12.076085899217535,,College,Some college,,Yes,Democrat,Obama,Other,Male,2008,2142.0,2.0,0.875489503
37,30-39,,,,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Male,2008,2142.0,2.0,5.338350626
39,30-39,99660.0,80K-100K,11.509519671835395,Increase or stay the same,College,Some college,Remain the same,Yes,Republican,Obama,Other,Female,2008,2142.0,2.0,0.875489503
49,40-49,99660.0,80K-100K,11.509519671835395,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Male,2008,2143.0,1.0,0.875489503
33,30-39,175621.4138,160K+,12.076085899217535,Increase or stay the same,HS or assoc,Some college,Increased a lot,Yes,Independent,Obama,Other,Male,2008,2143.0,1.0,1.750979005
43,40-49,175621.4138,160K+,12.076085899217535,Increase or stay the same,College,Some college,Remain the same,No,Republican,Obama,White,Male,2008,2143.0,1.0,1.067670125
,,,,,Increase or stay the same,HS or assoc,Some college,Remain the same,Yes,Democrat,Obama,Other,Male,2008,2143.0,1.0,0.875489503
77,70+,22838.75,20K-30K,10.036213933725875,Decrease,No degree,HS or less,Reduced a little,Yes,Democrat,Obama,White,Female,2008,2143.0,1.0,0.875489503
47,40-49,99660.0,80K-100K,11.509519671835395,Decrease,HS or assoc,HS or less,Reduced a little,Yes,Republican,Obama,Other,Female,2008,2143.0,1.0,0.875489503
47,40-49,68516.25,60K-80K,11.134826222393984,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Male,2008,2143.0,1.0,1.313234254
26,18-29,11419.375,<20K,9.34306675316593,,No degree,HS or less,,No,Independent,Obama,White,Male,2008,2143.0,1.0,3.203010376
46,40-49,22838.75,20K-30K,10.036213933725875,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Republican,Obama,White,Male,2008,2143.0,2.0,0.875489503
55,50-59,1661.0,<20K,7.415175109613295,Decrease,HS or assoc,HS or less,Reduced a little,No,Independent,Obama,White,Female,2008,2143.0,2.0,0.437744751
50,50-59,37372.5,30K-40K,10.52869041882367,,HS or assoc,HS or less,,No,Republican,Obama,White,Female,2008,2143.0,2.0,2.135340251
39,30-39,83050.0,80K-100K,11.32719811504144,,College,Some college,,Yes,Democrat,Obama,Other,Male,2008,2143.0,2.0,0.875489503
58,50-59,175621.4138,160K+,12.076085899217535,,College,Some college,,No,Republican,Obama,White,Male,2008,2144.0,1.0,0.875489503
74,70+,99660.0,80K-100K,11.509519671835395,Decrease,College,Some college,Reduced a little,Yes,Democrat,Obama,White,Female,2008,2144.0,1.0,0.437744751
41,40-49,175621.4138,160K+,12.076085899217535,Increase or stay the same,College,Some college,Remain the same,Yes,Democrat,Obama,Other,Male,2008,2144.0,2.0,0.875489503
19,18-29,56058.75,40K-60K,10.934155526931834,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Democrat,Obama,Other,Male,2008,2145.0,1.0,1.313234254
36,30-39,175621.4138,160K+,12.076085899217535,Increase or stay the same,College,Some college,Remain the same,No,Independent,Obama,White,Male,2008,2145.0,1.0,0.875489503
27,18-29,9343.125,<20K,9.14239605770378,,HS or assoc,HS or less,,Yes,Independent,Obama,Other,Female,2008,2145.0,1.0,0.437744751
28,18-29,68516.25,60K-80K,11.134826222393984,,No degree,HS or less,,No,Democrat,Obama,White,Male,2008,2145.0,1.0,0.875489503
22,18-29,15571.875,<20K,9.65322168146977,,HS or assoc,HS or less,,No,Independent,Obama,Other,Female,2008,2145.0,2.0,0.875489503
39,30-39,56058.75,40K-60K,10.934155526931834,,College,Some college,,Yes,Republican,Obama,Other,Male,2008,2145.0,2.0,0.437744751
44,40-49,116270.0,100K-160K,11.663670351662654,Decrease,HS or assoc,HS or less,Reduced a little,No,Republican,Obama,White,Female,2008,2146.0,1.0,0.875489503
39,30-39,175621.4138,160K+,12.076085899217535,Decrease,HS or assoc,HS or less,Reduced a little,No,Republican,Obama,White,Female,2008,2146.0,1.0,0.875489503
30,30-39,56058.75,40K-60K,10.934155526931834,Increase or stay the same,College,Some college,Remain the same,No,Republican,Obama,White,Female,2008,2146.0,2.0,0.437744751
46,40-49,116270.0,100K-160K,11.663670351662654,Increase or stay the same,HS or assoc,Some college,Remain the same,Yes,Democrat,Obama,White,Male,2008,2146.0,2.0,2.135340251
,,22838.75,20K-30K,10.036213933725875,,College,Some college,,Yes,Democrat,Obama,Other,Female,2008,2146.0,2.0,1.067670125
33,30-39,31143.75,30K-40K,10.346368862029715,Increase or stay the same,College,Some college,Remain the same,Yes,Democrat,Obama,White,Female,2008,2147.0,1.0,0.437744751
61,60-69,175621.4138,160K+,12.076085899217535,Increase or stay the same,College,Some college,Increased a little,Yes,Democrat,Obama,White,Male,2008,2147.0,1.0,0.875489503
20,18-29,17648.125,<20K,9.778384824423775,,HS or assoc,HS or less,,Yes,Democrat,Obama,Other,Male,2008,2147.0,1.0,1.750979005
29,18-29,11419.375,<20K,9.34306675316593,,HS or assoc,HS or less,,No,Democrat,Obama,White,Female,2008,2147.0,1.0,2.135340251
20,18-29,6228.75,<20K,8.736930949595614,,HS or assoc,HS or less,,Yes,Democrat,Obama,Other,Male,2008,2147.0,1.0,0.875489503
27,18-29,2906.75,<20K,7.974790897548718,,No degree,HS or less,,No,Democrat,Obama,White,Female,2008,2147.0,2.0,0.437744751
40,40-49,,,,,HS or assoc,HS or less,,Yes,Democrat,Obama,Other,Male,2008,2147.0,2.0,0.437744751
18,18-29,68516.25,60K-80K,11.134826222393984,,HS or assoc,HS or less,,Yes,Democrat,Obama,Black,Female,2008,2147.0,2.0,4.270680501
53,50-59,99660.0,80K-100K,11.509519671835395,,HS or assoc,HS or less,,Yes,Independent,Obama,White,Male,2008,2148.0,1.0,2.135340251
44,40-49,56058.75,40K-60K,10.934155526931834,Increase or stay the same,No degree,HS or less,Remain the same,No,Independent,Obama,White,Male,2008,2148.0,1.0,1.313234254
30,30-39,56058.75,40K-60K,10.934155526931834,,HS or assoc,HS or less,,No,Republican,Obama,White,Male,2008,2148.0,1.0,0.437744751
52,50-59,26991.25,20K-30K,10.203268018389041,,No degree,HS or less,,No,Independent,Obama,White,Female,2008,2148.0,1.0,1.313234254
36,30-39,83050.0,80K-100K,11.32719811504144,,HS or assoc,HS or less,,Yes,Democrat,Obama,Other,Female,2008,2148.0,1.0,2.135340251
33,30-39,22838.75,20K-30K,10.036213933725875,Decrease,HS or assoc,Some college,Reduced a little,No,Independent,Obama,White,Male,2008,2148.0,2.0,0.875489503
44,40-49,37372.5,30K-40K,10.52869041882367,,HS or assoc,HS or less,,No,Democrat,Obama,White,Female,2008,2148.0,2.0,2.135340251
78,70+,,,,Decrease,No degree,HS or less,Reduced a lot,Yes,Democrat,Obama,White,Female,2008,2148.0,2.0,2.135340251
47,40-49,99660.0,80K-100K,11.509519671835395,,HS or assoc,HS or less,,No,Republican,Obama,White,Male,2008,2149.0,1.0,1.067670125
42,40-49,22838.75,20K-30K,10.036213933725875,Decrease,HS or assoc,Some college,Reduced a lot,No,Republican,Obama,White,Male,2008,2149.0,1.0,0.875489503
32,30-39,45677.5,40K-60K,10.72936111428582,Increase or stay the same,College,Some college,Increased a little,No,Independent,Obama,White,Male,2008,2149.0,2.0,0.437744751
35,30-39,26991.25,20K-30K,10.203268018389041,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Female,2008,2149.0,2.0,2.135340251
63,60-69,68516.25,60K-80K,11.134826222393984,Decrease,HS or assoc,HS or less,Reduced a little,No,Republican,Obama,White,Male,2008,2149.0,2.0,0.875489503
36,30-39,45677.5,40K-60K,10.72936111428582,,HS or assoc,Some college,,No,Democrat,Obama,Black,Female,2008,2150.0,1.0,2.135340251
26,18-29,9343.125,<20K,9.14239605770378,Increase or stay the same,No degree,HS or less,Increased a lot,No,Democrat,Obama,Black,Female,2008,2150.0,1.0,1.313234254
32,30-39,37372.5,30K-40K,10.52869041882367,,HS or assoc,Some college,,No,Democrat,Obama,Black,Female,2008,2150.0,1.0,0.875489503
71,70+,22838.75,20K-30K,10.036213933725875,,HS or assoc,Some college,,No,Democrat,Obama,Black,Male,2008,2150.0,1.0,0.875489503
19,18-29,37372.5,30K-40K,10.52869041882367,,No degree,HS or less,,Yes,Democrat,Obama,Black,Female,2008,2150.0,1.0,1.313234254
52,50-59,,,,Decrease,HS or assoc,Some college,Reduced a lot,No,Democrat,Obama,Black,Female,2008,2150.0,1.0,0.875489503
36,30-39,4567.75,<20K,8.426776021291774,,HS or assoc,HS or less,,No,Democrat,Obama,Black,Female,2008,2150.0,2.0,0.875489503
57,50-59,99660.0,80K-100K,11.509519671835395,,HS or assoc,HS or less,,No,Democrat,Obama,Black,Female,2008,2150.0,2.0,2.135340251
24,18-29,19724.375,<20K,9.889610459534,,No degree,HS or less,,No,Independent,Obama,Black,Female,2008,2151.0,1.0,0.875489503
42,40-49,31143.75,30K-40K,10.346368862029715,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,Black,Female,2008,2151.0,1.0,0.437744751
28,18-29,5398.25,<20K,8.593830105954941,,HS or assoc,HS or less,,No,Democrat,Obama,White,Female,2008,2151.0,1.0,1.313234254
19,18-29,45677.5,40K-60K,10.72936111428582,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Male,2008,2151.0,2.0,1.313234254
46,40-49,83050.0,80K-100K,11.32719811504144,,College,Some college,,Yes,Democrat,Obama,Other,Male,2008,2151.0,2.0,0.875489503
43,40-49,56058.75,40K-60K,10.934155526931834,,College,Some college,,No,Democrat,Obama,Black,Female,2008,2151.0,2.0,0.437744751
75,70+,22838.75,20K-30K,10.036213933725875,,HS or assoc,Some college,,Yes,Republican,Obama,White,Male,2008,2151.0,2.0,0.875489503
40,40-49,5398.25,<20K,8.593830105954941,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,Black,Female,2008,2151.0,2.0,0.437744751
38,30-39,15571.875,<20K,9.65322168146977,,No degree,HS or less,,No,Independent,Obama,Other,Female,2008,2151.0,2.0,0.437744751
63,60-69,99660.0,80K-100K,11.509519671835395,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Female,2008,2152.0,1.0,2.135340251
